"commentId";"textOriginal";"authorDisplayName";"videoId";"publishedAt"
"UgyIdLdV2BVtmFRoM954AaABAg";"全台灣最大的詐騙集團不就是你們？";"@zstying";"z0d1Fcs78LA";"2025-02-01 03:06:14"
"UgyiDQfXtpqbbxzRGWF4AaABAg";"❤❤❤❤👍👍👍";"@許美人-x3x";"c8_q6kR5ZuA";"2025-02-01 07:05:03"
"UgyIe2wTg9e6cN8TC6t4AaABAg";"4:10
台灣結婚不用領證欸……領證是三小？";"@aban239";"h6Iq16pXTKg";"2025-01-31 14:41:35"
"UgyIeIxvrfPu2GKht7J4AaABAg";"🎉🎉🎉";"@張自行-j5c";"ztZsUqL9kVI";"2025-01-29 17:16:29"
"UgyiElFlB4ZBvHJ_n214AaABAg";"人家开源免费，大家受益，不感激，还抹黑，有天理吗？";"@王爱国-y9n";"lkmdhzAxr3k";"2025-02-01 05:54:10"
"UgyIEqftKe4yyCxzPUV4AaABAg";"地震區山區會有落石=離開會比較安全！";"@瑞景鄒-k5o";"pamOUFvveqg";"2025-01-30 11:17:24"
"UgyifAMrVFaQnsaOYH14AaABAg";"真的有料";"@天地無聲勢";"-HgpH84_j3I";"2025-01-26 23:01:40"
"UgyIFB0txUvXVNCGLDR4AaABAg";"無恥之徒";"@小林-s1s";"Uw5SIAmd524";"2025-01-28 10:49:45"
"UgyiFLOT6vmOW21n6Vx4AaABAg";"肯定是賴皮狗，這個沒路用的腫桶，怎么能縱容一個賤民老番顛的，帶頭出來惡罷鬧事，難道不會引起公憤嗎？,全民真希望罷免你，像韓國的一樣！真沒腦";"@鄭秀月-w9y";"ehbYkwj8qN0";"2025-01-29 02:31:00"
"UgyiFXgbhSOGHbFi7zd4AaABAg";"放心，立委作的好不好，公民自有評断。过好的年不如过平安的日子。";"@博依-h1t";"9pbjMTORhVg";"2025-01-27 02:57:00"
"UgyIgCoAtOOd-7WDc2x4AaABAg";"有夠聽話的一條";"@陳忠順-j1e";"3RnS1xisw00";"2025-01-25 14:34:11"
"UgyIGElspsodT05A_PV4AaABAg";"認真、有熱忱
不代表適任";"@julieliu928";"Uw5SIAmd524";"2025-01-28 04:00:47"
"UgyigNC-bAebT5rGjP94AaABAg";"罷免藍委";"@taiwanjp3";"-HgpH84_j3I";"2025-01-27 02:21:22"
"UgyigohgzW_81U6pQYJ4AaABAg";"反而是藍白想對民進黨進行的報復性罷免適用加嚴後的選罷法。";"@vincentsmyang";"eA828LLXr5c";"2025-01-30 17:28:14"
"UgyigUmbB6hDneY3Mi94AaABAg";"剛好我這區的 聯署書很早就交了
祝大家新年快樂  罷免起來";"@DENNIS96126";"8MvLUQ6mItg";"2025-01-26 10:07:31"
"UgyigwJpv2kIMT5rjqB4AaABAg";"怎麼新聞一直跳來跳去的，一下川普的演說一下台灣政論節目😂";"@a0912042513";"WatPn-5B0AA";"2025-02-01 08:08:37"
"UgyihJPiERiShLDS1Qh4AaABAg";"😅😅😅于将军又要说导弹了";"@TerryLeung云南";"BVKp9MgFThI";"2025-01-31 09:29:08"
"UgyiHLLJrC0sY4N1kQN4AaABAg";"简直就是脑瘫吧、开源的去抄袭闭源的😅";"@yiliu-di2xs";"p4A62A8xNVw";"2025-01-30 07:18:46"
"UgyIhUEmKF0HmdenHpt4AaABAg";"國防預算只能增不能減~~💪🏼";"@yenloveful";"sye1eRmx0w8";"2025-01-30 19:05:38"
"UgyIi6i8jSdRa-_4wIJ4AaABAg";"RIP";"@hoshi880";"-ZApDfqWKds";"2025-01-31 04:21:44"
"UgyIIcdWAiRXbDcO1Wl4AaABAg";"😂一家子都在美国的人，然后又大搞去中化行动。还过什么农历年。爱台湾？让这些领导人的孩子回去再说吧。台湾现在是什么？又抗中，又去中，又亲日亲美，这边又留着农历年。";"@陈有-h1w";"4uC-aIHAPNU";"2025-01-31 08:59:13"
"UgyIiepo_uUx6crVwr54AaABAg";"打不过就玩阴的，阿美利加就这德行。";"@anselgao9294";"p4A62A8xNVw";"2025-01-30 02:32:53"
"UgyIIIfep2EooQ4uQ9R4AaABAg";"一定要罷掉親共國民黨立委，讓民眾黨變成沒用的小藍";"@Erika-Cheng";"dQsng5Md9nE";"2025-01-31 12:45:40"
"UgyIiiXNHNeF4ap70HV4AaABAg";"不要這麼懶好不好。 要馬就不要拜拜了";"@kylelee9369";"M04wwWddN60";"2025-02-01 06:12:22"
"UgyIj7e0poh85-53SQF4AaABAg";"有某個人我就不想看啦😢";"@EhleLee";"0WmJxUB9kYc";"2025-02-01 17:12:35"
"UgyiJATt-VBIBd_Kzrx4AaABAg";"阿六的小孩智商低";"@ABC-ep6qn";"DUEudXkno2M";"2025-01-31 03:48:52"
"UgyiJCAvuMAKTjEXVfp4AaABAg";"有嘴說別人沒嘴說自己！好好反省懺悔吧！";"@e2224088";"jhPRqOIcHQA";"2025-01-26 17:00:54"
"Ugyijdmbme5w2QLfHVl4AaABAg";"我是走狗，我支持韩国👍";"@-lin4552";"6bpr9S4v0zI";"2025-01-24 01:01:18"
"UgyIjHx4Oev12mIwe6V4AaABAg";"謝謝授課，開工大吉！";"@jui-168";"G42BkQkZmHc";"2025-02-01 02:23:29"
"UgyIJJMrLJORfRstVVt4AaABAg";"沒有民主，只有獨裁，台灣之恥，沒有未來!";"@bba7374";"N9cpwbF-fLw";"2025-01-27 07:30:41"
"UgyijNYCc1i6Z8TFzOp4AaABAg";"拿5趴潤，還有資格造謠";"@ellenchen5258";"8aI7yg0_rlQ";"2025-01-24 12:21:12"
"UgyIJSase_Fmr8C_xbN4AaABAg";"Hope we support people with ability, top quality skill for job hiring, not stupid DEI,  because it is dangerously for travel pilots & Army etc. DEI will destroy America.Obama is evil president";"@JoannaChoi-o8c";"vBNggH2F7UI";"2025-02-02 02:27:41"
"UgyiKD-SMjfNncMQGB14AaABAg";"未看先猜,加油的員工有身心手冊? 樣態判斷別噴,若有,那叫人下跪就很機八了......汙辱人.....太扯.....";"@adefvhpwdega452";"CV2F9iC1Pkg";"2025-02-01 07:52:15"
"UgyIKF9CXgPD9E5SCXB4AaABAg";"果然下围棋的还是素质高，三立都能当正常人了。";"@vksick8372";"WQnvcFR-zoQ";"2025-01-24 00:56:52"
"UgyIL3ZewVjvTL_g_s94AaABAg";"黄仁勋只想着做AI芯片赚大公司的钱，当然没有产量做游戏卡";"@kashkandy";"F6AJOBlllDU";"2025-02-02 05:08:55"
"UgyilRLRyjf5Nq7J_HF4AaABAg";"台灣不需要智庫，有肥貓就足夠把政敵搞垮。";"@jerry8863";"7VRycB7Iqms";"2025-01-29 01:10:15"
"UgyiLU4kJ88aenNzaX94AaABAg";"葉元之立場雙標油嘴滑舌不知羞恥，讓他專心當通告咖就好";"@陳阿全-u2t";"Uw5SIAmd524";"2025-01-28 04:21:47"
"UgyiLZWhvA1QW1N67Xd4AaABAg";"應總統可解散國會，然後總統立委重選，才足夠制衡吧？";"@李潘秋月";"UO-76R2a2Qg";"2025-01-31 15:17:40"
"Ugyim-JtQRoV1K8qKy14AaABAg";"你自己讲自己爽吧";"@saulingloo9100";"Xl0IRrnmbIw";"2025-01-30 14:33:13"
"UgyiMn6xfmobN0e3w3l4AaABAg";"Let those evil  to stay together in  worst condition manless island.... 
but i think China will rescue  them";"@jaezannchang3703";"0WmJxUB9kYc";"2025-02-01 12:24:04"
"UgyIMxdDY51MIjy7CtN4AaABAg";"ありがとうございます！その時の光景が、目に浮かびます！";"@コリスハート";"CnOe4s3y6DM";"2025-01-27 10:20:22"
"UgyIn6ylxhXXSdiaAKh4AaABAg";"不要再請他上節目了，看到就轉台！";"@EvaShisleeping";"Uw5SIAmd524";"2025-01-29 15:12:23"
"UgyIneIRuY4zNsc_2XR4AaABAg";"無能，造謠3年後換掉囉！";"@小貓咪-q2k";"3RnS1xisw00";"2025-01-24 07:13:23"
"UgyiNGNnMxmFRkAnpsZ4AaABAg";"死亡之握是往左傾，支持共產黨，鍾小平你不要裝中立了，你就是黑金國民黨！";"@raiderv8261";"ICE8qL1bDS0";"2025-01-21 15:07:34"
"UgyiNoYxq7QERnSs6ax4AaABAg";"羅明才他爸羅福助潛逃至中國，再五年就可以解除通緝，正大光明返回台灣了，";"@kai849977";"1-K1dVyrBrA";"2025-01-27 07:55:14"
"UgyiNVn-GhFbyG2gE6d4AaABAg";"這個頻道同一批人集於一身的國際關係 國內政治 經濟財經 房地產 國內外歷史專家 何時加入軍事 太空 ......";"@allenhsu3910";"Z46j9VWrNtU";"2025-01-28 02:14:09"
"UgyiO13CDC45ugl2Egh4AaABAg";"你好玩不玩，竟然玩屎！🤡";"@Sky00001";"DUEudXkno2M";"2025-01-31 07:41:58"
"UgyiodThux_CCGo71y54AaABAg";"凹之沒在怕，沒當立委還可當名嘴";"@張伊君-p3l";"Uw5SIAmd524";"2025-01-29 18:08:16"
"UgyIOgthxml4mkeZgld4AaABAg";"將帥無能.累死三軍.繳稅人趕走.
最笨無腦.在帶全隊.投選票的人自己付責";"@蔡仁卿";"3RnS1xisw00";"2025-01-24 02:19:00"
"UgyIOi0cJ8y1hdZdEc14AaABAg";"真的…為何公務人員貸款利息打對折？真的像帥過頭說的，就是藐視公務員意外的民眾，真的可惡";"@佩君賴-p6z";"Z46j9VWrNtU";"2025-02-01 03:21:41"
"UgyIOVHfrNYHtTN5m_J4AaABAg";"台湾许多民众怕战恐共 ，企图以投降换安全的心态讲毁灭台湾。国民党成为卖台的主力。";"@chungchang-d3s";"7M6nILu6x80";"2025-01-29 00:24:03"
"UgyioZojcHStpmBJ9Xx4AaABAg";"三立無敵了，蟾蜍無敵了，台灣沒救了";"@judypolo1";"Uw5SIAmd524";"2025-01-30 13:45:29"
"UgyiP13F1iaeujB61bp4AaABAg";"快! 先把NCC的刪掉!!! 前天有人發刪NCC的財務會影響到蘋果手機和任天堂主機, 被砲轟的不成人型. 就先拿NCC開刀. 想當年一堆人買水貨可是很驕傲的, 不能讓當年的風潮斷掉. 就看是要被笑看成「盤仔」還是被笑說「政治歸政治, 遊戲規遊戲」";"@chrisNINJAdog";"ICE8qL1bDS0";"2025-01-21 14:48:44"
"UgyIPiCqdASngkwqeux4AaABAg";"立:你变了！我还是喜欢高傲的你，麻烦你恢复下";"@CCTV-1995";"lkmdhzAxr3k";"2025-01-31 16:35:08"
"UgyiPwj1dDQakWD8tzJ4AaABAg";"中國秦漢歷史的韓信、蕭何是關鍵，最後劉邦稱帝，但外患是匈奴。";"@楊世章-z3o";"byX-mzp6XO0";"2025-01-25 13:17:07"
"UgyipyodjeqBITuDb614AaABAg";"又是聽美國說的話😂😂。你應該問一下他們2個美國人太空人為什麼回不來呀。🤣造假的登月？";"@侯嘉琪-t8s";"p4A62A8xNVw";"2025-01-30 03:08:32"
"UgyiQ751GyK4KHAmxkF4AaABAg";"蛤蟆们又急";"@legao2720";"ceYlPWI7dqw";"2025-02-01 16:27:57"
"UgyiQGzFZyc_F13v1iF4AaABAg";"過年就是這樣~~~去哪都塞~最怕想上廁所~~沒事還是別開長途~盡量避開車潮";"@amyamy7744";"eogcV959gyI";"2025-02-01 12:49:05"
"UgyIqPwTNpkny3jeRzN4AaABAg";"台灣真是太仇恨了，除夕夜還在搞鬥爭";"@大脑斧-i9d";"BIQTos2tg-E";"2025-01-29 01:32:19"
"UgyiqR_hbXgamdshhIt4AaABAg";"1）臺灣加油！❤
2）罷免不適任   藍白立委，他們猶如 濳藏在臺灣的中共地下黨，所作所為都在危害臺灣！";"@雅黛鄭";"Q1y6qvHsSG8";"2025-02-02 02:16:33"
"UgyiroaSsUvslpGQBCV4AaABAg";"-1奪冠😂";"@黃顯聰-y8k";"WQnvcFR-zoQ";"2025-01-24 12:09:06"
"UgyirXaCA9RIabNr-r54AaABAg";"這種卡司見不到了，真開心🥳";"@張雅秋-d1r";"T7YAKbtSS98";"2025-01-31 16:31:41"
"UgyiRyEB8Xy6rdF0eAV4AaABAg";"哪裡破防？ 嘴巴說最廉價 看怎麼做更真實";"@mancui6064";"RYiskSFLUhs";"2025-01-30 04:04:46"
"UgyiS7-s9ZazoQHMCoN4AaABAg";"黃國昌 館長 黃珊珊當年都是民進黨的幫兇，柯文哲就是個大騙子， 現在得到報應剛好而已。";"@k.kdowning3284";"nll7UBHfDY0";"2025-01-28 18:56:28"
"UgyISHChMpVKSh_nYCh4AaABAg";"狗東西為了自己的利益出賣良知.";"@劉曌";"8x5lKQsXbwU";"2025-01-28 05:48:37"
"UgyISt3pZSbIOjp_xYp4AaABAg";"聽到他自己說服務處開張沒多久 哈哈";"@張麗華-r2b";"jhPRqOIcHQA";"2025-01-28 05:58:46"
"UgyiTjesJOJceZyUqU14AaABAg";"爭權是誰？奪利是誰？還不是白爛二堂，表面話說的好聽，背地下陰招，跟共匪學的？不敢倒閣，只會欺負人民，不罷你們罷誰！！！";"@archiiiu1656";"UiRYC-ZtUs0";"2025-01-26 01:42:33"
"UgyItp9YvXbFWEB70k14AaABAg";"各個厚黑學學得夠澈底";"@liaoliao7829";"Uw5SIAmd524";"2025-01-31 03:45:01"
"UgyiTS8tRAKdOxJNb114AaABAg";"加油 加油 台南 天佑百姓";"@nhi_klinh";"otHqDfab0tk";"2025-01-30 19:41:47"
"UgyiUmqXsS2_whJCB2d4AaABAg";"超級棒的台灣年輕人";"@寧寧-m5z";"-HgpH84_j3I";"2025-01-27 18:42:55"
"UgyIuwT8td8i4Vg65Sd4AaABAg";"對啊！
最愛義川哥";"@海洋奇緣-723";"16JZ9tldPGc";"2025-02-01 02:25:04"
"UgyIvgb8-UDikoFf1MR4AaABAg";"如果戰爭只能先把平內亂了。";"@震東連";"sye1eRmx0w8";"2025-02-02 06:31:38"
"UgyIvUjcMBGfXhRqST14AaABAg";"讓你實現夢想回歸你的祖國，這麼不願意嗎？真心覺得你很適合在中國生活。不要拉低了台灣人的顏值！";"@modojai2702";"8x5lKQsXbwU";"2025-01-28 03:02:10"
"UgyIW5DrEpzL8bDjVfN4AaABAg";"阿川很快就笑不出來😂";"@陳金鍾-r3v";"RUzUDKxFdmA";"2025-02-01 01:46:23"
"UgyIWajRtP7BRkrLwcZ4AaABAg";"這種陋習早該強制禁止. 汙染環境且完全沒有任何實質作用";"@Yokl-zw5pl";"M04wwWddN60";"2025-02-01 04:24:37"
"UgyIWGkhY234ThapPb94AaABAg";"蔡英文是中華民國的罪人，國家的體制被她破壞的體無完膚啊！";"@李思華-y4m";"8aI7yg0_rlQ";"2025-01-24 08:58:04"
"Ugyiwml9SjzNvTSFiUR4AaABAg";"無恥最神勇！";"@basher-lai-1119";"3RnS1xisw00";"2025-01-27 05:07:08"
"UgyIwN7miTEhSJD7DgZ4AaABAg";"任意變換車道記得要開罰";"@user-qwertyuiopasdfghjk";"yauy-bWTEDM";"2025-01-31 22:01:43"
"UgyiWVw2PuYPDAL1GcJ4AaABAg";"刺槍術是用來玩兵用的!";"@加爾-Carl";"zdXC9xGQCi0";"2025-01-31 07:35:05"
"UgyIxcF28scXYViG0k94AaABAg";"感謝斯坦的直播，讓我可以直接聽到台灣人的聲音！";"@songpooh2009";"8MvLUQ6mItg";"2025-01-26 11:58:37"
"UgyiXec9yOJ9PLb-eCp4AaABAg";"這不是結黨營私……什麼是結黨營私😮";"@pumatomix7935";"rslSB1gIu_Y";"2025-01-25 13:39:36"
"UgyIXpTp7UUPbjbpSit4AaABAg";"罷免藍白 加油！";"@Leons-t8k";"Xl0IRrnmbIw";"2025-01-30 14:26:54"
"UgyIXrVUYYFhjsy5uzV4AaABAg";"有事嗎
要罷免藍白立委
跑去高雄辦活動
而且花蓮大部分都北漂
很少人會跑到高雄去工作";"@mjkl978-k6i";"-zX-hd4Y5Lg";"2025-01-25 07:31:37"
"UgyiY4CfBktf40T_6-d4AaABAg";"就是要罷免習進平啦❤❤";"@User_Fernanda";"-HgpH84_j3I";"2025-01-28 03:55:24"
"UgyiYGE1O8ePHP8ObPp4AaABAg";"蕭副總統，阿川新年快樂，阿川桃園需要你，加油！";"@陳文章-e5x";"16JZ9tldPGc";"2025-01-31 08:47:16"
"UgyiYIRdVKQUC2sDZlt4AaABAg";"有生以來沒看過那麼爛的立法院長 跟本沒有能力 有夠爛還有臉出來站台 笑死人了😆";"@陳志鎮-l5y";"jhPRqOIcHQA";"2025-01-30 15:34:14"
"UgyiyQEkjACuD0t6cwF4AaABAg";"三立是不是疯了？？？居然敢真实报道新闻？？而且还是中国的新闻？？？？是不是拿错剧本？？？？";"@y.b200";"WQnvcFR-zoQ";"2025-01-26 17:22:32"
"UgyIyr6URfarcM9CT2p4AaABAg";"美國 勞工 問庫克就知道 辦不到";"@泰灣覺醒";"tIaKAgV97QA";"2025-01-30 10:51:35"
"UgyiyTq3KAJMRtTbgs94AaABAg";"民進黨這八年的貪污都可以建一條高速公路";"@SuperXas1";"eogcV959gyI";"2025-02-01 22:35:15"
"UgyIYtTDMQtl8tfkpLF4AaABAg";"阿彌陀佛";"@leejoanna9702";"dr4pS62FdwM";"2025-02-01 07:22:12"
"UgyiZ_e9rqvjizCR2Bd4AaABAg";"自ら体験された「事実」「現実」「真実」をありがとうございます✨️感謝致します✨️😊";"@工藤吉隆-c3x";"CnOe4s3y6DM";"2025-01-30 01:40:33"
"UgyiZ7-b7YcTuBPoXSF4AaABAg";"我用deepseek做了一首诗送给我敬爱的于哥：
于无声处听惊雷，
北斗指引心所归。
辰光微露破晓时，
是敌是友难辨谁。
卧薪尝胆待时机，
底定乾坤显神威。
😇😇😇😇";"@wateryoung2997";"BVKp9MgFThI";"2025-02-02 00:53:01"
"UgyIZbz0tyunpbq3Vix4AaABAg";"自稱蜜獾她?? 配嘛!!! 
是長的很像的臭鼠啦!!!";"@crystalchen9114";"WatPn-5B0AA";"2025-02-01 11:21:16"
"UgyizGj7WkSRu_Ofw3p4AaABAg";"建国同志干得漂亮！";"@spvlinn9009";"R59sQ_3X40U";"2025-01-29 03:22:26"
"UgyiziU-8BbgwfBHUXN4AaABAg";"最近空難怎麼那麼多⋯";"@shengwang3218";"-ZApDfqWKds";"2025-01-31 08:41:25"
"UgyizlN-Mmfr4i_maxt4AaABAg";"笑拉了，1450的老巢，被科技男吊打。😂";"@kuku4629";"p4A62A8xNVw";"2025-01-30 03:08:05"
"UgyiZMmtC3LMREWCWpd4AaABAg";"国民党在有军队的情况下，因畏战将沦陷区半壁江山拱手让给共匪。如今因畏战不断舔共，对内却极尽张牙舞爪之能事";"@89.6.4";"7M6nILu6x80";"2025-01-29 06:48:51"
"UgyizvRR8Dcb7dLr2fN4AaABAg";"又玩化糞池引爆, ...😑😑😒😒";"@viscourtroy";"DUEudXkno2M";"2025-01-31 08:45:51"
"UgyIzX_uCo_vs9w72M94AaABAg";"看來蔣萬安也是傅崑萁之流沒差別";"@哈士奇-y4y";"_2xa1YsdzGs";"2025-02-02 04:15:16"
"Ugyj_u4uiPHLBXV-UbJ4AaABAg";"一個字 絕";"@蕭振宏-g5u";"DUEudXkno2M";"2025-01-31 13:59:02"
"Ugyj_z3wa0Jc3FHJg7R4AaABAg";"塔綠班真有臉說別人
不知道養多少團";"@qwer0825";"tqSHP_6qkSk";"2025-02-01 11:28:44"
"UgyJ16tzRIrayhHd2Ol4AaABAg";"最愛瓜哥。。。。。嫂子包餃子。短劇😊😊😊😊😊😊😊😊";"@Ryan-op3bc";"T7YAKbtSS98";"2025-02-01 12:21:26"
"UgyJ1ma6jt__B9ToOFZ4AaABAg";"他不是在算命，是說他的觀點，聽聽就好";"@月娘-g3b";"ESIzJY_bN5k";"2025-02-01 17:51:53"
"Ugyj1tJY5yjH3Hs14xB4AaABAg";"主動引戰，真想見馬克思";"@XXXCHEN2010";"ceYlPWI7dqw";"2025-02-01 01:41:00"
"Ugyj1U8uvQ4PJFHTt7J4AaABAg";"有用心
難得的新年節目";"@angch94";"T7YAKbtSS98";"2025-02-01 11:18:42"
"Ugyj24yitr4soHHwJ594AaABAg";"火藍白點的⋯要休兵⋯休你涼卡好，舔共狗畜生黨，今天不罷免你們未來3年畜生黨繼續霸凌全台灣人民";"@小雯-d8j";"TLuHpUf4y2A";"2025-01-26 07:57:07"
"UgyJ26Zb_hV7cxWbibZ4AaABAg";"感謝李教授！";"@101IslandResorts";"7VRycB7Iqms";"2025-01-30 13:18:58"
"UgyJ2HE-Gpd_7bMtcNt4AaABAg";"民進黨的偉大政績：
1. 官員貪腐……，讓人民不再相信 政府
2. 收買媒體……，讓人民不再相信 媒體
3. 收編司法……，讓人民不再相信 司法
4. 施政無能……，讓人民不再相信 未來
5. 做假民意……，讓人民不再相信 社會 

民進黨不倒，台灣一定倒！";"@laoshao";"63ktZiZ9VIM";"2025-01-30 02:56:27"
"Ugyj3erS2abPGjl5Pk54AaABAg";"不知反省的葉凹之，沒救了";"@linsophia2001";"Uw5SIAmd524";"2025-01-28 07:59:51"
"UgyJ3fMzobaCveDK2xl4AaABAg";"哈哈。这个烂媒体。";"@alenlau7847";"ceYlPWI7dqw";"2025-02-01 06:38:46"
"Ugyj3NB1xmxMKKNGIC14AaABAg";"我是正港的高雄人，但我不是那些少數低能的綠色高雄市民！！😂😂😂";"@change1280";"-zX-hd4Y5Lg";"2025-01-25 02:54:11"
"UgyJ41_T8PKLY08voMV4AaABAg";"媽寶，洪孟凱可以回家吃奶";"@林子貴-d1k";"34aE6Tnr2hM";"2025-01-26 10:49:41"
"Ugyj4bERzGrjxZXW96t4AaABAg";"民進黨何止無恥，嫌貪的太少，卓榮泰什麼都不懂，亂搞！賴清德一臉B樣，看到噁心至極！";"@peterhung841";"3RnS1xisw00";"2025-01-26 11:38:33"
"Ugyj50-j-HgghjXT5ip4AaABAg";"これが日本統治時代の本来でしょうね。
全部が全部美談だとは言えませんが。
ただ、かつての日本統治を受けた国民地域で著しく違うのは朝鮮国家だけです。
朝鮮は併合前は特権階級により大変な状況でロシアからの借金を日本に肩代わりして貰っています、これが日本の朝鮮への干渉や併合に繋がった事が予想されます。併合時に特権階級は権利を剥奪されましたが、日本敗戦後に反日で朝鮮半島を再び牛耳りました、朝鮮が反日より憎日なのはこれが理由でしょうね。";"@くすままと";"CnOe4s3y6DM";"2025-01-30 08:58:47"
"Ugyj5sg-_6DUMiTWc7l4AaABAg";"霍正奇他是一個歌首";"@廷彥周-i8g";"h6Iq16pXTKg";"2025-01-31 17:19:49"
"Ugyj63pZHuyX0zM0gNh4AaABAg";"要論到台灣了";"@林小群-g5z";"Ld3cWYwip-U";"2025-02-01 07:27:23"
"Ugyj6bewt3q3Z4OxGzR4AaABAg";"加油！";"@柯多多";"0Am-j_nAh9A";"2025-01-26 12:14:46"
"UgyJ7bJOkuEMz61kc8R4AaABAg";"怎麼會有這麼無腦的委員呢？不罷免怎麼行呢？";"@chen-bm6kp";"Uw5SIAmd524";"2025-01-28 04:29:04"
"UgyJ7f_kx6N1RevdwsJ4AaABAg";"我也很認真啊 我跟王世堅委員的差別 錯的政策我反抗 你不是啊 你只會舉手要你這種立委有用嗎？";"@吳偉政-q7b";"Uw5SIAmd524";"2025-01-28 06:41:14"
"UgyJ8cjGknZ6uUo4LNd4AaABAg";"今天台積電ADR跌13%";"@Chang-c3v";"Z46j9VWrNtU";"2025-01-28 00:11:47"
"Ugyj8u_4s51bOR54l714AaABAg";"自由民主國度近幾年真的諸事不順，難到要沒落了嗎？威權專制國家興起";"@kilo2622";"-ZApDfqWKds";"2025-01-31 08:53:21"
"UgyJ8xmmKywiYnMZxxV4AaABAg";"葉元之 整天就是如此 之 之歪歪  胡說八道";"@paulcheng5985";"Uw5SIAmd524";"2025-01-28 03:37:52"
"UgyJ9nE3Dg2JGQ4YbVV4AaABAg";"不用阿 你不用選了";"@kentchou7628";"jhPRqOIcHQA";"2025-01-27 03:03:37"
"UgyjA1FM6-lPjpr3bnN4AaABAg";"說實話的官都被鬥下台了";"@AndyTseng-kv1hr";"Z46j9VWrNtU";"2025-01-27 14:41:47"
"UgyjAA2jCnvNYunJQfZ4AaABAg";"三粒节目真是太欢乐了，看了这样的节目会不会影响智商？";"@gehaiyin7897";"1YAadTWkMzo";"2025-01-31 12:40:00"
"UgyJAfTUVElcTK5ogH54AaABAg";"立法院趕快修總統副總統罷免法！鬥雞會把台灣弄到民不聊生。";"@Jeff-uc2hy";"8aI7yg0_rlQ";"2025-01-26 00:27:30"
"UgyJAIKXb2g_va20AIp4AaABAg";"檢調 不用查一下傅崐萁哪來的髒錢嗎？😢";"@陳志鎮-l5y";"8MvLUQ6mItg";"2025-01-26 19:22:19"
"UgyjasAkNviPlZkJ4p54AaABAg";"川普邏輯認為 台灣是獨立自主的國家 或者是成為美國的1州 二選一。";"@翁嗡-v2h";"6A724ibZ5bI";"2025-01-29 17:47:51"
"UgyJAxGtTyEa19R3ycF4AaABAg";"國民黨統統罷免掉";"@淑芬-j3u";"6A724ibZ5bI";"2025-01-29 13:12:59"
"UgyJb1DsVPJbB8tZlD94AaABAg";"人抓到 駕駛家屬又講跟老婆吵架 還欺負智能障礙不足人士  這就是台灣人臺中人的高級優勢";"@徐胖胖-i5k";"CV2F9iC1Pkg";"2025-02-01 04:57:58"
"UgyJb9jT-S8eBzmNAu14AaABAg";"6叫越大聲確實養越肥,2對早期公視確實常報導各種議題,3別當民進黨的綠媒好嗎？三民自等綠媒報導已經夠多了，不差公視你一台綠媒體！";"@阿光-h2q";"Z3BeIAn1T_0";"2025-01-21 10:24:48"
"UgyjbcestWQiMiJxtoJ4AaABAg";"林北尿尿也常發抖😂😂";"@fdfd2630";"qDdQH5m9UVk";"2025-02-02 04:56:00"
"UgyjBCK0YGWk9eDE2x54AaABAg";"罷免月圓之， 剝奪人民罷免權丶 癱瘓憲法法庭丶癱瘓國家財政 ，濫委滾出立法院";"@戴勤祝";"jhPRqOIcHQA";"2025-01-27 14:31:49"
"UgyJbGXIvLgHemATXUh4AaABAg";"先想想看。之前的編列經費是否浮報。為什麼要拿大家辛苦錢做什麼";"@jack630418";"3RnS1xisw00";"2025-01-26 04:36:53"
"UgyjbKctIMY-KKbboNx4AaABAg";"川普總統！萬歲！
找回了優良的傳統價值！";"@hsiu-kuolin3859";"vBNggH2F7UI";"2025-02-02 02:55:37"
"UgyJBKp5myuECXKCAnB4AaABAg";"鄰居老先生就是不知怎麼了往生在厠所裏‼️
味道太重了‼️‼️";"@Dayandnig";"o5nacL1RNa8";"2025-02-01 05:27:44"
"UgyjbN69O2IkWff7Mut4AaABAg";"無聊不意外 韓國人社會日常";"@bigpigfog";"6WRDWxSPN8U";"2025-02-01 15:00:04"
"UgyJBWKiDyq4-S1llq14AaABAg";"藍白危害國家毀憲亂序的底氣就是來自立院過半的立法權~在野那兩個黨一個親敵叛國的一個無恥刮錢的真的一點權力都不能讓他們拿到餒";"@user-cd4dm9ky6t";"-HgpH84_j3I";"2025-01-26 13:22:08"
"Ugyjcib9v1CdtaGS2_V4AaABAg";"民進黨站出來認真挺罷免，好嗎？";"@mazylab";"34aE6Tnr2hM";"2025-01-26 14:43:14"
"UgyJCsXFmtk7WiDAL-54AaABAg";"真的很喜歡降仇恨內 要被罷了才開始做事噢？做不好就下台，就是那麼簡單 呵哈";"@5747-d5d";"jhPRqOIcHQA";"2025-01-27 23:09:36"
"UgyJcTHHsi0x0SqGIcp4AaABAg";"孬種的葉猿之要被罷免，喊：「沒完沒了」？
當初茍黨傾全黨之力，發動罷免陳柏惟一人時，葉男竟然製作影片慫恿選民投票。
葉猿之若被成功罷免是自作自受，死有餘辜。";"@黃智妤";"Uw5SIAmd524";"2025-01-31 09:37:28"
"UgyjD0DMDSRqUf2IAeB4AaABAg";"加油打氣";"@asz19730311";"dQsng5Md9nE";"2025-01-31 22:59:53"
